title,genres
Road to Utopia (1946),Comedy
Road to Zanzibar (1941),Comedy
Split Second (1992),Action|Sci-Fi|Thriller
"Tale of Springtime, A (Conte de Printemps) (1990)",Drama|Romance
Taps (1981),Drama
Return of the Secaucus 7 (1980),Drama
Rude Boy (1980),Documentary|Drama
Running Scared (1980),Action|Drama
Seems Like Old Times (1980),Comedy|Romance
Serial (1980),Comedy
"Young Master, The (Shi di chu ma) (1980)",Action|Comedy
Shogun Assassin (1980),Action|Adventure
Simon (1980),Comedy|Sci-Fi
Smokey and the Bandit II (1980),Action|Comedy
Smokey and the Bandit (1977),Action|Comedy
Smokey and the Bandit III (1983),Action|Comedy
Spetters (1980),Comedy|Drama
Stir Crazy (1980),Comedy
"Charter Trip, The (a.k.a. Package Tour, The) (Sällskapsresan) (1980)",Comedy
Teheran 43: Spy Ring (a.k.a. Assassination Attempt) (Tegeran-43) (1980),Action|Crime|Drama|Thriller
Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines) (1980),Drama|Romance
Blade II (2002),Action|Horror|Thriller
Sorority Boys (2002),Comedy
Stolen Summer (2002),Drama
In the Winter Dark (1998),Drama
George Washington (2000),Drama
Homicidal (1961),Horror|Mystery|Thriller
"Life is to Whistle (Vida es silbar, La) (1998)",Drama
"Light at the Edge of the World, The (1971)",Adventure
Mr. Sardonicus (1961),Horror
Strait-Jacket (1964),Horror|Thriller
Clockstoppers (2002),Action|Adventure|Sci-Fi|Thriller
Death to Smoochy (2002),Comedy|Crime|Drama
Panic Room (2002),Thriller
"Rookie, The (2002)",Drama
No Such Thing (2001),Drama|Fantasy|Romance
"Piano Teacher, The (La pianiste) (2001)",Drama
Teddy Bears' Picnic (2001),Comedy
30 Years to Life (2001),Comedy|Drama|Romance
Time Out (L'emploi du temps) (2001),Drama
Very Annie Mary (2001),Comedy|Musical
Bar Girls (1994),Comedy|Romance
Boxcar Bertha (1972),Drama
Crimes of Passion (1984),Drama|Romance|Thriller
"Evil That Men Do, The (1984)",Action|Thriller
Fraternity Vacation (1985),Comedy|Romance
Impromptu (1991),Comedy|Romance
Salmonberries (1991),Drama
"Wrong Guys, The (1988)",Comedy
High Crimes (2002),Thriller
National Lampoon's Van Wilder (2002),Comedy
Crush (2001),Comedy|Romance
Lucky Break (2001),Comedy|Crime
"Destinées, Les (Destinées sentimentales, Les) (2000)",Drama|Romance
"After Dark, My Sweet (1990)",Crime|Drama|Mystery
"Atomic Cafe, The (1982)",Documentary|War
Body and Soul (1947),Drama|Film-Noir
First Men in the Moon (1964),Adventure|Sci-Fi
Rashomon (Rashômon) (1950),Crime|Drama|Mystery
Slap Shot (1977),Comedy
Changing Lanes (2002),Drama|Thriller
Frailty (2001),Crime|Drama|Thriller
New Best Friend (2002),Drama|Thriller
"Sweetest Thing, The (2002)",Comedy|Romance
"Cat's Meow, The (2002)",Drama|Thriller
Human Nature (2001),Comedy|Romance
My Big Fat Greek Wedding (2002),Comedy|Romance
3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western
Bite the Bullet (1975),Action|Adventure|Western
Breakout (1975),Action|Adventure
Joe Versus the Volcano (1990),Comedy|Romance
"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",Drama|War
Return of the Killer Tomatoes! (1988),Comedy|Horror|Sci-Fi
Return to Horror High (1987),Horror
Taking Care of Business (1990),Comedy
Three Men and a Baby (1987),Comedy
Three Men and a Little Lady (1990),Comedy|Romance
Transylvania 6-5000 (1985),Comedy|Horror
"Watcher in the Woods, The (1980)",Children|Horror|Mystery|Thriller
Murder by Numbers (2002),Crime|Thriller
The Scorpion King (2002),Action|Adventure|Fantasy|Thriller
Behind the Sun (Abril Despedaçado) (2001),Drama
Chelsea Walls (2001),Drama
Enigma (2001),Romance|Thriller
"Girls Can't Swim (Filles ne savent pas nager, Les) (2000)",Drama
Joshua (2002),Drama
Nine Queens (Nueve reinas) (2000),Crime|Thriller
Spooky House (2000),Children
"Triumph of Love, The (2001)",Comedy
World Traveler (2001),Drama
Jason X (2002),Horror|Sci-Fi|Thriller
Life or Something Like It (2002),Comedy|Romance
Dogtown and Z-Boyz (2001),Documentary
"Frank McKlusky, C.I. (2002)",Comedy
In Praise of Love (Éloge de l'amour) (2001),Drama
Rain (2001),Drama|Romance
"Salton Sea, The (2002)",Crime|Drama|Thriller
Some Body (2001),Drama
Vulgar (2000),Drama
"Aviator, The (1985)",Adventure
Bob le Flambeur (1955),Crime|Drama
Cadillac Man (1990),Comedy|Crime
"Coca-Cola Kid, The (1985)",Comedy|Romance
Cuba (1979),Action|Adventure|War
Delirious (1991),Comedy
Full Moon in Blue Water (1988),Drama
Husbands and Wives (1992),Comedy|Drama
Joe (1970),Drama
Lenny (1974),Drama
Nomads (1986),Horror|Mystery|Thriller
"Temp, The (1993)",Drama|Thriller
Thief of Hearts (1984),Drama|Thriller
Triumph of the Spirit (1989),Drama
Wild Orchid (1990),Drama|Romance
Deuces Wild (2002),Drama
Hollywood Ending (2002),Comedy|Drama
Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
"Mystic Masseur, The (2001)",Drama
Warm Water Under a Red Bridge (Akai hashi no shita no nurui mizu) (2001),Comedy|Drama
The Big Sleep (1978),Thriller
Butterflies Are Free (1972),Comedy|Drama
Cactus Flower (1969),Comedy
"Cassandra Crossing, The (1976)",Drama
"Giant Spider Invasion, The (1975)",Horror|Sci-Fi
Iron Will (1994),Adventure
Mountains of the Moon (1990),Adventure
Rambling Rose (1991),Drama
"Survivors, The (1983)",Comedy
White Fang (1991),Adventure
White Fang 2: Myth of the White Wolf (1994),Adventure|Children
"New Guy, The (2002)",Comedy
Unfaithful (2002),Drama|Thriller
"Lady and the Duke, The (Anglaise et le duc, L') (2001)",Drama|Romance
Whore (1991),Drama
My Beautiful Laundrette (1985),Drama|Romance
Ballad of a Soldier (Ballada o soldate) (1959),Drama|Romance|War
Big Bad Mama (1974),Action|Comedy
Big Bad Mama II (1987),Action|Comedy
"Final Darkness, The (Buio Omega) (1979)",Horror
Calamity Jane (1953),Musical|Western
"Cranes Are Flying, The (Letyat zhuravli) (1957)",Drama|Romance|War
Devil Doll (1964),Horror
"Harvey Girls, The (1946)",Comedy|Musical|Western
"Lady in Red, The (1979)",Action
About a Boy (2002),Comedy|Drama|Romance
Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
"Believer, The (2001)",Drama
"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance
"Charge of the Light Brigade, The (1968)",Drama|War
Every Which Way But Loose (1978),Comedy
"Hound of the Baskervilles, The (1959)",Crime|Horror|Mystery
I Want to Live! (1958),Crime|Drama
"Last Waltz, The (1978)",Documentary
"Pride and the Passion, The (1957)",Adventure|War
Enough (2002),Drama|Thriller
Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
Spirit: Stallion of the Cimarron (2002),Adventure|Animation|Children|Western
CQ (2001),Drama
Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),Drama
Bus Stop (1956),Comedy|Drama|Romance
Cowboy (1958),Western
Don't Bother to Knock (1952),Drama|Thriller
"Gambler, The (1974)",Drama
Let's Make Love (1960),Comedy|Musical|Romance
Monkey Business (1952),Comedy|Sci-Fi
Requiem for a Heavyweight (1962),Drama
River of No Return (1954),Adventure|Western
"Sum of All Fears, The (2002)",Drama|Thriller
Undercover Brother (2002),Comedy
"Diaries of Vaslav Nijinsky, The (2002)",Documentary|Drama
"Sleepy Time Gal, The (2001)",Drama
84 Charing Cross Road (1987),Drama|Romance
Dakota (1945),Western
"Desert Rats, The (1953)",Drama|War
"Bûche, La (1999)",Comedy|Drama
Nora (2000),Drama
Rapid Fire (1992),Action
Silent Running (1972),Drama|Sci-Fi
Summer Holiday (1963),Musical|Romance
"Villain, The (1979)",Comedy|Western
Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust) (1980),Horror
Bad Company (2002),Action|Comedy|Crime
Divine Secrets of the Ya-Ya Sisterhood (2002),Comedy|Drama
Cherish (2002),Comedy|Drama|Thriller
"Fast Runner, The (Atanarjuat) (2001)",Drama|Fantasy
"Bourne Identity, The (2002)",Action|Mystery|Thriller
Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery
Windtalkers (2002),Action|Drama|War
"Dangerous Lives of Altar Boys, The (2002)",Drama
"Emperor's New Clothes, The (2001)",Comedy
Gangster No. 1 (2000),Action|Crime|Thriller
Harvard Man (2001),Crime|Drama|Romance|Thriller
Dark Blue World (Tmavomodrý svet) (2001),Drama|War
Bad Company (1972),Western
Caveman (1981),Comedy
Cheech & Chong's The Corsican Brothers (1984),Comedy
5 Card Stud (1968),Mystery|Western
For a Lost Soldier (Voor een Verloren Soldaat) (1992),Romance
Goin' South (1978),Comedy|Western
Hero and the Terror (1988),Action|Crime
Silver Bullet (Stephen King's Silver Bullet) (1985),Adventure|Drama|Horror|Mystery|Thriller
"Sorry, Wrong Number (1948)",Drama|Film-Noir|Thriller
Hombre (1967),Western
"Horse's Mouth, The (1958)",Comedy
"Manhattan Project, The (1986)",Comedy|Sci-Fi|Thriller
Men at Work (1990),Action|Comedy
S.O.B. (1981),Comedy
She Wore a Yellow Ribbon (1949),Western
Traces of Red (1992),Mystery|Thriller
V. I. Warshawski (1991),Action|Comedy|Crime
Juwanna Mann (2002),Comedy
Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi
Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
Rabbit-Proof Fence (2002),Adventure|Drama
Sunshine State (2002),Drama
Hey Arnold! The Movie (2002),Adventure|Animation|Children|Comedy
Mr. Deeds (2002),Comedy|Romance
Lovely & Amazing (2001),Comedy|Drama|Romance
Pumpkin (2002),Comedy|Drama|Romance
Look Who's Talking Now (1993),Children|Comedy|Romance
Lost in Yonkers (1993),Comedy|Drama
Mo' Money (1992),Comedy|Romance
"Object of Beauty, The (1991)",Comedy|Drama
Wagons East (1994),Comedy|Western
Zebrahead (1992),Drama
Like Mike (2002),Children|Comedy|Fantasy
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
"Powerpuff Girls, The (2002)",Action|Animation|Children|Comedy
Me Without You (2001),Comedy|Drama
"Crocodile Hunter: Collision Course, The (2002)",Adventure|Comedy
Reign of Fire (2002),Action|Adventure|Fantasy
Road to Perdition (2002),Crime|Drama
All About Lily Chou-Chou (Riri Shushu no subete) (2001),Crime|Drama|Thriller
My Wife is an Actress (Ma Femme est une Actrice) (2001),Comedy|Drama|Romance
Never Again (2001),Comedy|Romance
20 Million Miles to Earth (1957),Sci-Fi
Grand Theft Auto (1977),Action|Comedy
The Importance of Being Earnest (1952),Comedy|Romance
Perfect (1985),Drama|Romance
1776 (1972),Children|Drama|Musical
Fox and His Friends (Faustrecht der Freiheit) (1975),Drama
"Legend of Boggy Creek, The (1972)",Drama|Horror|Mystery|Thriller
Z (1969),Drama|Mystery|Thriller
Halloween: Resurrection (Halloween 8) (2002),Horror|Thriller
Sex and Lucia (Lucía y el sexo) (2001),Drama|Romance
Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi
K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller
Stuart Little 2 (2002),Children|Comedy
Austin Powers in Goldmember (2002),Comedy
"Country Bears, The (2002)",Children|Comedy
"Kid Stays in the Picture, The (2002)",Documentary
Happy Times (Xingfu shiguang) (2000),Comedy|Drama
Tadpole (2002),Comedy|Drama|Romance
Who Is Cletis Tout? (2001),Comedy
Harry and Walter Go to New York (1976),Comedy
"Merchant of Four Seasons, The (Händler der vier Jahreszeiten) (1972)",Drama
Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),Horror
The Big Bus (1976),Action|Comedy
"Eddy Duchin Story, The (1956)",Drama|Musical|Romance
Fathom (1967),Adventure
In Like Flint (1967),Action|Adventure|Comedy
"Earth Trembles, The (Terra trema: Episodio del mare, La) (1948)",Drama
Modesty Blaise (1966),Comedy
Ossessione (1943),Drama
Our Man Flint (1965),Adventure|Comedy|Sci-Fi
Red Beard (Akahige) (1965),Drama
Robin and Marian (1976),Adventure|Drama|Romance
Top Secret! (1984),Comedy
"Master of Disguise, The (2002)",Comedy|Mystery
Signs (2002),Horror|Sci-Fi|Thriller
"Last Kiss, The (Ultimo bacio, L') (2001)",Comedy|Drama|Romance
Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children
"Good Girl, The (2002)",Comedy|Drama
Blood Work (2002),Crime|Drama|Mystery|Thriller
xXx (2002),Action|Crime|Thriller
24 Hour Party People (2002),Comedy|Drama|Musical
Biggie and Tupac (2002),Documentary
"Château, The (2001)",Comedy
Pandora's Box (2002),Drama|Thriller
Secret Ballot (Raye makhfi) (2001),Comedy
Martin Lawrence Live: Runteldat (2002),Comedy|Documentary
Lan Yu (2001),Drama|Romance
Songs From the Second Floor (Sånger från andra våningen) (2000),Drama
Read My Lips (Sur mes lèvres) (2001),Crime|Drama|Thriller
Nightcap (Merci pour le chocolat) (2000),Crime|Thriller
Beau Pere (a.k.a. Stepfather) (Beau-père) (1981),Drama
Change of Habit (1969),Drama
"Matter of Taste, A (Affaire de Goût, Une) (2000)",Crime|Drama|Thriller
"Principal, The (1987)",Action|Crime|Drama
Rollerball (1975),Action|Drama|Sci-Fi
"Adventures of Pluto Nash, The (2002)",Action|Adventure|Comedy|Sci-Fi
Blue Crush (2002),Adventure|Drama|Romance
Mostly Martha (Bella Martha) (2001),Comedy|Drama|Romance
"Isle, The (Seom) (2000)",Drama
Possession (2002),Drama|Romance
One Hour Photo (2002),Drama|Thriller
Serving Sara (2002),Comedy|Romance
Simone (S1m0ne) (2002),Comedy|Drama|Fantasy|Sci-Fi
Undisputed (2002),Drama
Amy's O (a.k.a. Amy's Orgasm) (2001),Comedy|Romance
Children On Their Birthdays (2002),Drama
Hush! (2001),Drama
How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père) (2001),Drama
Hybrid (2000),Documentary
Satin Rouge (2002),Drama|Musical
"Care Bears Movie, The (1985)",Animation|Children|Fantasy
Care Bears Movie II: A New Generation (1986),Animation|Children
Clash of the Titans (1981),Action|Adventure|Fantasy|Romance
Hot Shots! (1991),Action|Comedy|Romance|War
"Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata) (1980)",Action|Horror
"Swarm, The (1978)",Action|Horror|Sci-Fi
Time After Time (1979),Sci-Fi|Thriller
"Unearthly, The (1957)",Horror|Sci-Fi
976-EVIL (1989),Horror
Camilla (1994),Adventure|Drama|Romance
Down and Out in Beverly Hills (1986),Comedy
Flaming Star (1960),Western
Love Me Tender (1956),Musical|Western
"Return of the Vampire, The (1944)",Horror
"Revenge of Frankenstein, The (1958)",Drama|Horror|Sci-Fi
Stakeout (1987),Comedy|Crime|Romance|Thriller
Wild in the Country (1961),Drama
Wolfen (1981),Horror
FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),Crime|Horror|Thriller
Slap Her... She's French (a.k.a. She Gets What She Wants) (2002),Comedy
Love and a Bullet (2002),Action|Crime
Mad Love (Juana la Loca) (2001),Drama
À nous la liberté (Freedom for Us) (1931),Comedy|Musical
True Colors (1991),Drama
Snipes (2001),Drama|Thriller
City by the Sea (2002),Crime|Drama
Swimfan (2002),Thriller
"Dogwalker, The (2002)",Drama
Heartbreak Hospital (2002),Comedy|Thriller
"Incubus, The (1981)",Horror|Thriller
Johnny Dangerously (1984),Comedy
"Last House on the Left, The (1972)",Crime|Horror|Thriller
Thesis (Tesis) (1996),Drama|Horror|Thriller
"Pinochet Case, The (Cas Pinochet, Le) (2001)",Documentary
Barbershop (2002),Comedy
Stealing Harvard (2002),Comedy|Crime
"Transporter, The (2002)",Action|Crime
Alias Betty (Betty Fisher et autres histoires) (2001),Crime|Drama
"Children of the Century, The (Enfants du siècle, Les) (1999)",Drama|Romance
Igby Goes Down (2002),Comedy|Drama
Quitting (Zuotian) (2001),Drama
Aspen Extreme (1993),Action
Betsy's Wedding (1990),Comedy
Captain Ron (1992),Adventure|Comedy
"Devil Bat, The (1940)",Crime|Horror|Mystery|Sci-Fi
Ernest Goes to Jail (1990),Comedy
Ernest Scared Stupid (1991),Comedy
"Gypsy Moths, The (1969)",Drama
"Hills Have Eyes Part II, The (1985)",Horror
"Hills Have Eyes, The (1977)",Horror
Indian Summer (1993),Comedy|Drama
"Mack, The (1973)",Crime
Monkey Trouble (1994),Children|Comedy
Monster in the Closet (1986),Comedy|Horror
No Way to Treat a Lady (1968),Crime|Drama|Thriller
Shock Waves (1977),Horror
Spaced Invaders (1990),Adventure|Comedy|Sci-Fi
Suburban Commando (1991),Comedy|Sci-Fi
Surf Ninjas (1993),Comedy
Tabu: A Story of the South Seas (1931),Drama|Romance
"Wanderers, The (1979)",Drama
"Yearling, The (1946)",Children|Drama
"Ladykillers, The (1955)",Comedy|Crime
"Lavender Hill Mob, The (1951)",Comedy|Crime
"Man in the White Suit, The (1951)",Comedy|Sci-Fi
Ratcatcher (1999),Drama
Society (1989),Horror|Mystery
"Son of the Bride (Hijo de la novia, El) (2001)",Comedy|Drama
"Das Experiment (Experiment, The) (2001)",Drama|Thriller
Ballistic: Ecks vs. Sever (2002),Action|Thriller
"Banger Sisters, The (2002)",Comedy|Drama
"Four Feathers, The (2002)",Adventure|War
Trapped (2002),Action|Thriller
8 Women (2002),Comedy|Crime|Musical|Mystery
"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)",Drama|Romance
Invincible (2001),Drama
"Mesmerist, The (2002)",Comedy|Fantasy|Horror
Secretary (2002),Comedy|Drama|Romance
Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
"Trials of Henry Kissinger, The (2002)",Documentary
Sweet Home Alabama (2002),Comedy|Romance
"Tuxedo, The (2002)",Action|Comedy
Charly (2002),Comedy|Drama|Romance
Crazy as Hell (2002),Drama
Just a Kiss (2002),Comedy|Romance
Moonlight Mile (2002),Drama|Romance
Shanghai Ghetto (2002),Documentary
Skins (2002),Crime|Drama
Wasabi (2001),Action|Comedy|Crime|Drama|Thriller
Jonah: A VeggieTales Movie (2002),Animation|Children|Musical
Red Dragon (2002),Crime|Mystery|Thriller
Between Strangers (2002),Drama
Bloody Sunday (2002),Drama
Heaven (2002),Drama
Pipe Dream (2002),Drama
"Man from Elysian Fields, The (2001)",Drama
Welcome to Collinwood (2002),Comedy|Crime
Flirting (1991),Drama
Godzilla vs. Mothra (Mosura tai Gojira) (1964),Action|Adventure|Fantasy|Sci-Fi
Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack) (1969),Children
"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)",Horror|Sci-Fi
"Moderns, The (1988)",Drama
"Onion Field, The (1979)",Drama
Powaqqatsi (1988),Documentary
"Pride of the Yankees, The (1942)",Drama
Texasville (1990),Drama
Valmont (1989),Drama|Romance
Ernest Goes to Africa (1997),Comedy
Horror of Dracula (Dracula) (1958),Horror
Strange Brew (1983),Comedy
"Incredible Mr. Limpet, The (1964)",Animation|Comedy|War
Claire of the Moon (1992),Drama|Romance
Django (1966),Western
Django 2: Django Strikes Again (1987),Western
"Fan, The (1981)",Drama|Thriller
Festival in Cannes (2001),Drama
Flashback (1990),Action|Adventure|Comedy|Crime|Drama
Hanky Panky (1982),Comedy
"Rocking Horse Winner, The (1950)",Drama|Horror
Seance on a Wet Afternoon (1964),Crime|Drama|Thriller
Shamus (1973),Crime|Mystery
"Wrong Guy, The (1997)",Comedy|Romance|Thriller
Below (2002),Horror
Brown Sugar (2002),Romance
Knockaround Guys (2002),Action|Comedy|Crime
"Rules of Attraction, The (2002)",Comedy|Drama|Romance|Thriller
Tuck Everlasting (2002),Drama|Fantasy
White Oleander (2002),Drama
Bowling for Columbine (2002),Documentary
Comedian (2002),Comedy|Documentary
"On Guard (Bossu, Le) (1997)",Adventure|Drama
Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Adventure|Animation|Children|Fantasy
Punch-Drunk Love (2002),Comedy|Drama|Romance
Safe Conduct (Laissez-Passer) (2002),Drama|War
Swept Away (2002),Comedy|Romance
"Young Unknowns, The (2000)",Drama
Abandon (2002),Drama|Thriller
Formula 51 (2001),Action|Comedy|Crime|Thriller
"Ring, The (2002)",Horror|Mystery|Thriller
Auto Focus (2002),Crime|Drama
Fidel (2001),Documentary
"Grey Zone, The (2001)",Drama
Hansel & Gretel (2002),Children|Fantasy
Naqoyqatsi (2002),Documentary
Real Women Have Curves (2002),Comedy|Drama
Russian Ark (Russkiy Kovcheg) (2002),Drama|Fantasy|War
Take Care of My Cat (Goyangileul butaghae) (2001),Drama
Tully (2000),Drama
Billy Bathgate (1991),Crime|Drama
Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War
Jason Goes to Hell: The Final Friday (1993),Action|Horror
"Mechanic, The (1972)",Action|Thriller
Saturday Night Fever (1977),Comedy|Drama|Romance
Staying Alive (1983),Comedy|Drama|Musical
To the Devil a Daughter (1976),Fantasy|Horror|Mystery
Urban Cowboy (1980),Drama
Terror Train (1980),Horror
Times Square (1980),Drama
Tom Horn (1980),Western
The Pumaman (1980),Action|Adventure|Fantasy|Sci-Fi
Up the Academy (1980),Comedy
"When Time Ran Out... (Day the World Ended, The) (1980)",Action|Adventure
Wholly Moses (1980),Comedy
Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),Horror|Sci-Fi
Xanadu (1980),Fantasy|Musical|Romance
...All the Marbles (1981),Comedy|Drama
Absence of Malice (1981),Drama|Romance
All Night Long (1981),Comedy|Drama
"Amateur, The (1981)",Crime|Thriller
Banana Joe (1981),Comedy
Marianne & Juliane (Die Bleierne Zeit) (1981),Drama
Blow Out (1981),Mystery|Thriller
The Boogens (1981),Horror
Buddy Buddy (1981),Comedy
"Burning, The (1981)",Horror
Butterfly (1982),Drama
Make Them Die Slowly (Cannibal Ferox) (1981),Horror
Carbon Copy (1981),Comedy
Charlie Chan and the Curse of the Dragon Queen (1981),Comedy|Mystery
"Chosen, The (1981)",Drama
"Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)",Comedy
Continental Divide (1981),Comedy|Romance
"Creature Wasn't Nice, The (a.k.a. Naked Space) (a.k.a. Spaceship) (1981)",Comedy|Horror|Musical|Sci-Fi
Man of Iron (Czlowiek z Zelaza) (1981),Drama|Romance
Dead & Buried (1981),Horror
Deadly Blessing (1981),Horror
Death Hunt (1981),Action|Adventure|Crime|Thriller
Endless Love (1981),Drama|Romance
Enter the Ninja (a.k.a. Ninja I) (1981),Action|Drama
"Entity, The (1981)",Horror
Eye of the Needle (1981),Thriller
"Eyewitness (Janitor, The) (1981)",Thriller
Faces of Death 2 (1981),Documentary|Horror
Faces of Death (1978),Documentary|Horror
Faces of Death 3 (1985),Documentary|Horror
Faces of Death 4 (1990),Documentary|Horror
Faces of Death 5 (1996),Documentary|Horror
Faces of Death 6 (1996),Documentary|Horror
Faces of Death: Fact or Fiction? (1999),Documentary|Horror
"Woman Next Door, The (Femme d'à côté, La) (1981)",Drama|Romance
First Monday in October (1981),Comedy|Drama
"Fort Apache, the Bronx (1981)",Action|Drama
Four Friends (a.k.a. Georgia's Friends) (1981),Drama
"Four Seasons, The (1981)",Comedy|Drama
Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi
Gallipoli (1981),Drama|War
"Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue) (1981)",Crime|Drama
Ghost Story (1981),Drama|Horror
Going Ape! (1981),Comedy
Goodbye Pork Pie (1981),Action|Adventure|Drama
Gregory's Girl (1981),Comedy|Romance
Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?) (1981),Comedy
"Hand, The (1981)",Drama|Horror
Happy Birthday to Me (1981),Horror|Mystery
Heartbeeps (1981),Comedy|Sci-Fi
History of Kim Skov (Historien om Kim Skov) (1981),Documentary|Drama
Horror Planet (a.k.a. Inseminoid) (1981),Action|Drama|Horror|Sci-Fi
"Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981)",Comedy|Drama
Lady Chatterley's Lover (1981),Drama|Romance
"Legend of the Lone Ranger, The (1981)",Western
Lili Marleen (1981),Drama
Lola (1981),Drama
Looker (1981),Drama|Horror|Sci-Fi|Thriller
"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",Animation|Children|Comedy
Madman (1981),Horror
Teddy Bear (Mis) (1981),Comedy|Crime
Modern Problems (1981),Comedy|Fantasy
Modern Romance (1981),Comedy|Romance
Ms. 45 (a.k.a. Angel of Vengeance) (1981),Crime|Drama
My Bloody Valentine (1981),Drama|Horror|Thriller
My Dinner with André (1981),Drama
Neighbors (1981),Comedy
Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981),Horror|Sci-Fi
"Night the Lights Went Out in Georgia, The (1981)",Drama
Only When I Laugh (1981),Comedy|Drama
Pennies from Heaven (1981),Musical|Romance
Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),Horror|Mystery|Thriller
Piranha II: The Spawning (1981),Horror|Sci-Fi
Polyester (1981),Comedy
Private Lessons (1981),Comedy
"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
Derrida (2002),Documentary
Ghost Ship (2002),Horror
Jackass: The Movie (2002),Action|Comedy|Documentary
Paid in Full (2002),Action|Drama
"Truth About Charlie, The (2002)",Mystery|Thriller
All or Nothing (2002),Drama
All the Queen's Men (2001),Comedy|War
Food of Love (Manjar de Amor) (2002),Drama
Frida (2002),Drama|Romance
Roger Dodger (2002),Comedy|Drama
Time Changer (2002),Drama|Sci-Fi
Good Work (Beau travail) (1999),Drama
"Big Knife, The (1955)",Film-Noir
Casino Royale (1967),Action|Adventure|Comedy
"Company of Wolves, The (1984)",Fantasy|Horror
Escanaba in da Moonlight (2001),Comedy
Exodus (1960),Drama|Romance|War
How to Murder Your Wife (1965),Comedy
"Russians Are Coming, the Russians Are Coming, The (1966)",Comedy|War
"World of Henry Orient, The (1964)",Comedy
I Spy (2002),Action|Adventure|Comedy|Crime
"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance
Besotted (2001),Drama
Blackboards (Takhté Siah) (2000),Drama
Love In the Time of Money (2002),Comedy|Drama|Romance
"Weight of Water, The (2000)",Thriller
Femme Fatale (2002),Crime|Thriller
8 Mile (2002),Drama
Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles) (2001),Documentary|Musical
Far from Heaven (2002),Drama|Romance
"God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)",Comedy|Romance
"Rising Place, The (2002)",Drama
Half Past Dead (2002),Action|Crime|Thriller
Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
Ararat (2002),Drama|War
"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",Drama|Romance
Interview with the Assassin (2002),Drama
Standing in the Shadows of Motown (2002),Documentary|Musical
"Way Home, The (Jibeuro) (2002)",Drama
Mutant Action (Acción Mutante) (1993),Action|Comedy|Sci-Fi
Eyes of an Angel (1991),Drama
Liberty Stands Still (2002),Action|Drama|Thriller
"Life and Death of Colonel Blimp, The (1943)",Drama|Romance|War
Rio Grande (1950),Romance|Western
"Young Americans, The (1993)",Crime|Drama
Blackrock (1997),Drama|Thriller
Men with Brooms (2002),Comedy|Drama|Romance
Mysterious Island (1961),Adventure|Sci-Fi
Soul Assassin (2001),Action|Crime|Thriller
Left Behind II: Tribulation Force (2002),Drama
Dog Soldiers (2002),Action|Horror
Fingers (1978),Drama
